position,artist,album,release_date,primary_genres,secondary_genres,descriptors,number_ratings,number_reviews,avg_rating,id_spotify
230,Anaal Nathrakh,Endarkenment,2 October 2020,Black Metal,"Grindcore, Industrial Metal, Melodic Black Metal","melodic, misanthropic, dense, heavy, vulgar, aggressive, apocalyptic, male vocals",771,9,3.46,7fhqGPftgWWsuLRi01JybN
231,Elysia Crampton,ORCORARA 2010,1 May 2020,"Progressive Electronic, Ambient","Modern Classical, Poetry, Epic Collage, Latin Electronic, Post-Industrial","atmospheric, eclectic, dark, spiritual, history, concept album, poetic, ominous",749,4,3.47,73UrLv10QDG3qA6zwGAxU9
232,Afsky,Ofte jeg drømmer mig død,12 May 2020,Atmospheric Black Metal,,"pessimistic, nihilistic, dark, atmospheric, cold, melancholic, depressive, sombre",553,1,3.48,0XPOYFjauNSOE5tVZQKt6S
233,Green Carnation,Leaves of Yesteryear,8 May 2020,Progressive Metal,"Progressive Rock, Gothic Metal","male vocals, melodic, heavy, progressive, atmospheric",514,13,3.48,42ytwsrSjrwagYbV88EyYe
234,Dola,Dola,17 February 2020,Post-Metal,"Atmospheric Sludge Metal, Black Metal, Ritual Ambient, Drone Metal","sombre, atmospheric, dark, ominous, apocalyptic, male vocals, heavy, dense",371,4,3.48,5jmtf6yXV6na6xFfzDZsCw
235,Golden Boy,Prince of the Cyber Rave,22 February 2020,Hardcore Breaks,"Jungle, Breakcore, Atmospheric Drum and Bass","nocturnal, rhythmic, sampling, futuristic, energetic, dense, party, ethereal",347,,3.49,223R6xxwBU1NfAG0DU04ZV
236,Siege Column,Darkside Legions,15 August 2020,Death Metal,"War Metal, Thrash Metal","heavy, raw, aggressive, male vocals",284,6,3.49,5Vepd5PxmRhN05U0fdXxKs
237,Vulkan,Technatura,8 May 2020,"Progressive Metal, Progressive Rock",Alternative Rock,"male vocals, uncommon time signatures, technical, playful, progressive",269,5,3.55,4eCtx7aIiU0nnInv1jZB4g
238,Nine Inch Nails,Ghosts VI: Locusts,26 March 2020,Dark Ambient,"Drone, Modern Classical, Dark Jazz","instrumental, atmospheric, anxious, apocalyptic, ominous, dark, sombre, dissonant","2,586",23,3.45,1m75hNB67STWzGZnaLN0rE
239,Benny the Butcher,Burden of Proof,16 October 2020,"East Coast Hip Hop, Gangsta Rap, Hardcore Hip Hop","Boom Bap, Conscious Hip Hop, Drumless","boastful, male vocals, sampling, crime, drugs, urban, rhythmic","2,531",13,3.46,6xlQNGdro3cCcn8v1ZEGm3
240,Cryptic Shift,Visitations From Enceladus,4 May 2020,"Technical Death Metal, Technical Thrash Metal",Progressive Metal,"technical, science fiction, aggressive, uncommon time signatures, complex, heavy, male vocals, futuristic","1,032",11,3.46,7cGu80ia5OvMQlxIqTLMA1
241,Team Mekano,Classic_Project_2000.3gp,6 August 2020,"HexD, Happy Hardcore, Mashcore","Nightcore, Hard Trance","energetic, noisy, playful, surreal, lobit, sampling, happy, chaotic","1,140",10,3.46,1ATQgrA4iw4PUmiSTJQxIs
242,Naked Flames,"All Singing, All Dancing",23 February 2020,"Outsider House, Dub Techno",Minimal Techno,"lobit, nocturnal, atmospheric, energetic, mellow, repetitive, instrumental, party",844,7,3.47,6Y6NaoLSLhpmAGPaC5P8T0
243,Ankhlejohn & Navy Blue,"As Above, So Below",14 November 2020,"Hardcore Hip Hop, East Coast Hip Hop, Abstract Hip Hop","Conscious Hip Hop, Boom Bap","protest, rhythmic, raw, dark, abstract, lush, boastful, angry",288,3,3.58,54Y8QAnXoSuih3dwRoolqP
244,EABS,Discipline of Sun Ra,30 October 2020,Jazz Fusion,"Spiritual Jazz, Nu Jazz","instrumental, mellow, sampling, avant-garde, soothing, atmospheric, playful, improvisation",248,3,3.59,6eTGbzjPTVEkci9X8syTVq
245,Dreamcatcher,Dystopia: The Tree of Language,18 February 2020,K-Pop,"Power Pop, Symphonic Rock, Contemporary R&B, Electropop","female vocals, melodic, energetic, anthemic, eclectic, rhythmic, bittersweet",754,7,3.46,7no7EZnKgoRWBbGMjZo9gB
246,Necrot,Mortal,28 August 2020,Death Metal,,"death, aggressive, male vocals, heavy, infernal, ominous",850,8,3.47,2l4hEQgW6UT5yHrr5xfmZr
247,Respire,Black Line,4 December 2020,"Screamo, Blackgaze","Post-Rock, Post-Metal, Chamber Music","alienation, orchestral, epic, political, apocalyptic, passionate, triumphant, male vocals",686,5,3.47,1rrBxvvWGDLtJ9mx45gyk1
248,Pure Reason Revolution,Eupnea,3 April 2020,Progressive Rock,"Alternative Rock, Art Rock","male vocals, melodic, female vocals, introspective, progressive, epic, sombre, poetic",607,9,3.46,1Hzmunb2uRfgrf0lZowr9j
249,SPARKLE DIVISION,To Feel Embraced,24 July 2020,"Nu Jazz, Glitch Hop","Downtempo, Lounge, Plunderphonics, Ambient Dub, IDM","warm, sampling, instrumental, eclectic, atmospheric, mysterious, hypnotic, mellow",317,3,3.49,3mAE83dKTwjGmGaK2wP3tu
250,The Reticent,The Oubliette,25 September 2020,Progressive Metal,"Death Metal, Progressive Rock","concept album, sad, uncommon time signatures, progressive, depressive, surreal, male vocals, melancholic",255,8,3.58,5BnXiwM8lcWJH6Z1z8xtVt
251,Emma Ruth Rundle & Thou,May Our Chambers Be Full,30 October 2020,"Atmospheric Sludge Metal, Post-Metal","Doom Metal, Post-Rock","female vocals, heavy, atmospheric, dark, male vocals, aggressive, dense, raw","1,959",17,3.45,6X2TkIjKz0JmifXmr0Tj79
252,END,Splinters From an Ever-Changing Face,5 June 2020,Metalcore,Mathcore,"aggressive, heavy, male vocals, dissonant, dark, energetic, manic, passionate",966,11,3.46,6X3196GAOJl9oHyQC2YJNm
253,Nuvolascura,As We Suffer From Memory and Imagination,19 June 2020,"Screamo, Emoviolence",Mathcore,"female vocals, dissonant, passionate, noisy, chaotic, manic, technical, aggressive",975,5,3.46,5hrvRauAdBbemMTWsKLzN9
254,Auktyon АукцЫон,Мечты,24 April 2020,"Art Rock, Jazz-Rock",Avant-Folk,"male vocals, melancholic, melodic, avant-garde, rhythmic, lonely, technical, poetic",592,5,3.47,4lTC5BWhhymRPkoAGRj7aw
255,Tony Allen & Hugh Masekela,Rejoice,20 March 2020,Afro-Jazz,"Afrobeat, Hard Bop","rhythmic, male vocals, bittersweet, happy, warm, melodic",427,8,3.48,061q5E43gIp25oJxVxvAav
256,Malokarpatan,Krupinské ohne,20 April 2020,"Black Metal, Heavy Metal","Speed Metal, Slavic Folk Music","folklore, pagan, heavy, dark, mythology, male vocals, ritualistic, occult",921,7,3.46,2yK9e0I5BOAt8D3MhASM8b
257,Gia Margaret,Mia Gargaret,12 June 2020,Ambient,"Field Recordings, Post-Minimalism, New Age, Folktronica, Spoken Word","instrumental, female vocals, warm, melancholic, peaceful, monologue, sampling, aquatic",585,4,3.47,43KIzoQHJi9cLJMfcjlUIP
258,Sault,Untitled (Black Is),19 June 2020,Neo-Soul,"Alternative R&B, Poetry, Gospel, Spoken Word","female vocals, conscious, political, protest, rhythmic, poetic, urban, uplifting","1,300",10,3.45,0GPmuVuCdC5hCsiuy1wXle
259,Samia,The Baby,28 August 2020,"Bedroom Pop, Singer-Songwriter","Indie Folk, Indie Rock, Indie Pop","female vocals, mellow, melancholic, love, introspective, melodic",816,7,3.46,7faAwJDTt9Y8kVAcSHy9Y6
260,Immortal Onion,XD: Experience Design,13 March 2020,"Nu Jazz, Yass","Jazz Fusion, Electronic","uncommon time signatures, progressive, energetic, instrumental, eclectic, atmospheric, technical",255,3,3.54,4DqPgAuGDkiPdUFzItY0vW
261,Nechochwen / Panopticon,Nechochwen / Panopticon,31 January 2020,"Atmospheric Black Metal, Pagan Black Metal","Dark Folk, Melodic Black Metal","cold, male vocals, pagan, melodic, atmospheric",326,4,3.48,
262,Envy,The Fallen Crimson,5 February 2020,"Screamo, Post-Rock",,"uplifting, melancholic, passionate, male vocals, epic, atmospheric, bittersweet, energetic","2,039",22,3.44,2KVk7tr0aovCFFF19lR422
263,Liv.e,Couldn't Wait to Tell You...,31 July 2020,"Neo-Soul, Hypnagogic Pop","Psychedelic Soul, Nu Jazz, Beat Poetry, Plunderphonics, Experimental Hip Hop","psychedelic, mellow, surreal, female vocals, sampling, nocturnal, warm, soothing",932,2,3.46,3UvD4QNv5b0vW9G2ZHfjsu
264,Dark Tranquillity,Moment,20 November 2020,Melodic Death Metal,Gothic Metal,"heavy, melodic, male vocals, energetic, pessimistic, introspective, philosophical",847,10,3.46,356cjXVDTw4w4vQxPRvrsD
265,Love Wonderland ラブワンダーランド,永い昼 (The Long Noon),15 July 2020,"Lovers Rock, Dream Pop, Dub",Neo-Psychedelia,"calm, rhythmic, female vocals, love, ethereal, male vocals, psychedelic, lethargic",274,1,3.58,3KoaenqbeVGa1KbpcFRyoY
266,Bob Dylan,Rough and Rowdy Ways,19 June 2020,"Singer-Songwriter, Americana","Blues Rock, Chamber Folk","male vocals, bittersweet, poetic, melancholic, meditative, mellow, history, existential","3,731",72,3.43,1Qht64MPvWTWa0aMsqxegB
267,Cosmic Putrefaction,The Horizons Towards Which Splendour Withers,22 May 2020,Death Metal,"Death Doom Metal, Atmospheric Black Metal, Technical Death Metal","dense, dark, space, progressive, epic, atmospheric, male vocals, ominous",543,5,3.47,2BegaQFXJRwbJakLpqmStE
268,Zelooperz x Dilip x Matrax,Valley of Life,7 November 2020,"Trap, Detroit Trap","Cloud Rap, Experimental Hip Hop","male vocals, boastful, chaotic, quirky, energetic, sampling, hedonistic, manic",373,1,3.47,5xbkt50ZZOAFdqP4LlwQg5
269,jonatan leandoer96,Blodhundar & Lullabies,21 December 2020,"Indie Folk, Hypnagogic Pop, Art Pop","Indie Pop, Dream Pop, Psychedelic Folk, Chamber Folk, Folktronica","passionate, psychedelic, ethereal, longing, lullaby, melancholic, love, forest","1,025",6,3.45,18f89NMJgGDXn57eEjBt3a
270,Błoto,Kwiatostan,11 September 2020,"Jazz Fusion, Broken Beat",Nu Jazz,"eclectic, complex, repetitive, noisy, rhythmic, lush, manic, hypnotic",277,1,3.49,0HTTkXEIih1j9WRQ64lcm0
271,Arca,KiCk i,26 June 2020,Deconstructed Club,"Latin Electronic, Art Pop, UK Bass, Experimental Hip Hop, Glitch Pop","LGBT, female vocals, androgynous vocals, futuristic, abstract, mechanical, surreal, dense","7,508",57,3.41,2KICtQ7dqaaot7B1yN9wPq
272,Cartier'GOD,Cartier' in da House,24 December 2020,"Deep House, Outsider House","Atmospheric Drum and Bass, Hip House, Cloud Rap, Alternative R&B","rhythmic, lo-fi, atmospheric, male vocals, sensual, party, sampling, surreal",716,6,3.44,1MLNxuH5o03S6kNx2jbw3d
273,Sweeping Promises,Hunger for a Way Out,14 August 2020,"Post-Punk, Art Punk","Lo-Fi / Slacker Rock, Dance-Punk","female vocals, lo-fi, rhythmic, repetitive, playful",441,5,3.47,0Cwh78WfxUMb1P8a7tIxYm
274,ShrapKnel,ShrapKnel,13 March 2020,"Experimental Hip Hop, Abstract Hip Hop, East Coast Hip Hop","Hardcore Hip Hop, Political Hip Hop, Drumless","male vocals, dark, serious, political, sampling, raw, misanthropic, rhythmic",406,6,3.47,7b6TGzLM0vO6GIMYyd3M17
275,Axis of Light,Axis of Light,1 June 2020,Black Metal,Melodic Black Metal,"raw, aggressive, lo-fi, melodic, triumphant, male vocals, cold",351,4,3.46,4YQVKFBeYzmxNHszKgWC88
276,TORIENA,PURE FIRE,16 September 2020,Hardcore [EDM],"J-core, Nu Style Gabber, Electro House, Hardcore Breaks","rhythmic, manic, energetic, sampling, playful, aggressive, heavy, quirky",258,1,3.55,0IKpDSa4UJRYexL2bW1oGU
277,Bütcher,666 Goats Carry My Chariot,31 January 2020,"Speed Metal, Thrash Metal","Black Metal, Heavy Metal","aggressive, energetic, heavy, male vocals, fantasy, anthemic, infernal, melodic",684,8,3.46,5xD8ybN7aauVY0xxKGQN5G
278,Aara,En Ergô Einai,3 April 2020,Atmospheric Black Metal,Melodic Black Metal,"female vocals, rhythmic, aggressive, occult, hypnotic, philosophical, melodic, passionate",301,4,3.47,4CFq87NsDQ17cIGK09rX14
279,Lauren Bousfield,Palimpsest,31 July 2020,"Glitch, Glitch Pop","Electro-Industrial, Flashcore, Breakcore, IDM","manic, chaotic, female vocals, dissonant, heavy, mechanical, noisy, cold",612,4,3.45,5fj7DEVAmcV0szuopNvxlm
280,Błoto,Erozje,24 April 2020,"Nu Jazz, Broken Beat",Jazz Fusion,"improvisation, atmospheric, instrumental, sombre, uplifting, rhythmic, spiritual, eclectic",371,1,3.47,5Lj2UTrbNTVcGSux1KkHFI
281,Haim,Women in Music Pt. III,26 June 2020,"Indie Pop, Soft Rock","Sophisti-Pop, Indie Folk, Alt-Country","female vocals, mellow, melodic, summer, introspective, warm, love, lonely","4,113",45,3.43,4qNGDMsRNqDQZPkTWyyeRF
282,$ilkMoney,"Attack of the Future Shocked, Flesh Covered, Meatbags of the 85",20 May 2020,"Abstract Hip Hop, Jazz Rap, Conscious Hip Hop","Hardcore Hip Hop, Cloud Rap","male vocals, sampling, psychedelic, abstract, eclectic, dark, political, aggressive",864,7,3.45,6IeARg6V2JURhJa1vCDTQT
283,A. G. Cook,7G,12 August 2020,Electronic,"IDM, Bubblegum Bass, Glitch Pop, Progressive Electronic, Glitch","eclectic, futuristic, energetic, quirky, male vocals, progressive, playful, atmospheric","3,472",41,3.42,0PHVIdlkceOpjYgvUER4Nd
284,Machine Girl,MG Demo Disc,9 February 2020,Hardcore Breaks,"Acid Techno, Jungle, Footwork","futuristic, rhythmic, energetic, instrumental, aggressive, chaotic, dense, sampling",487,2,3.46,
285,All Them Witches,Nothing as the Ideal,4 September 2020,Psychedelic Rock,"Stoner Rock, Blues Rock","dark, male vocals, heavy, melancholic, psychedelic",551,6,3.46,2pP6WdEW09g6PgFVfKjefd
286,Oneohtrix Point Never,Magic Oneohtrix Point Never,30 October 2020,"Progressive Electronic, Neo-Psychedelia","Sound Collage, Glitch, Ambient, Hypnagogic Pop, Synthpop","psychedelic, futuristic, surreal, dense, eclectic, hypnotic, ethereal, lush","5,911",53,3.42,0oGzSazidykcL5XNTEuS9z
287,Fawn Limbs,Sleeper Vessels,18 September 2020,"Mathcore, Djent","Grindcore, Sludge Metal","chaotic, angry, aggressive, uncommon time signatures, complex, technical, male vocals, dissonant",401,3,3.45,3h9XuEjcxFpjIt7aQUU3TU
288,Elephant Tree,Habits,24 April 2020,"Stoner Metal, Doom Metal","Heavy Psych, Psychedelic Rock","heavy, rhythmic, psychedelic, atmospheric, male vocals",314,4,3.47,5nFGsb0eYPYJRSsu57zDKU
289,Black Dresses,Peaceful as Hell,13 April 2020,"Electro-Industrial, Industrial Rock","Electroclash, Electropop, Glitch Pop","LGBT, female vocals, noisy, aggressive, dense, anxious, passionate, chaotic","5,149",51,3.38,5oZ5YCtaBH4L4Q2rrQpdvg
290,Makaya McCraven / Gil Scott-Heron,We're New Again: A Reimagining by Makaya McCraven,7 February 2020,"Nu Jazz, Avant-Garde Jazz","Poetry, Spoken Word, Soul Jazz, Chamber Jazz","male vocals, sampling, introspective, existential, poetic, improvisation, warm","2,049",22,3.44,7AiWJCZ2HArLkWG8HdPgIQ
291,DakhaBrakha ДахаБраха,Alambari,27 March 2020,"Ukrainian Folk Music, Folk Pop, White Voice","Cabaret, Jazz Fusion","female vocals, male vocals, hypnotic, dark, progressive, atmospheric, folklore, playful",417,1,3.46,5jTJcmfuvd0SSf2uikUV1n
292,Colter Wall,Western Swing & Waltzes and Other Punchy Songs,28 August 2020,Cowboy,"Outlaw Country, Western Swing","pastoral, mellow, male vocals, warm, acoustic",370,8,3.46,1RbJr45fQ7wvjfT2poSHwI
293,Lido Pimienta,Miss Colombia,17 April 2020,"Latin Electronic, Art Pop","Digital Cumbia, Bullerengue, Folktronica","female vocals, conscious, passionate, melodic, tropical, folklore, warm, atmospheric","1,747",16,3.44,33bM8o4IrrktRBlAcxcoDr
294,Vile Creature,"Glory, Glory! Apathy Took Helm!",19 June 2020,"Sludge Metal, Doom Metal",Atmospheric Sludge Metal,"LGBT, dense, heavy, aggressive, angry, raw, noisy, melancholic",527,5,3.45,40GaZdNk6XZYYDuwcl6Ztv
295,Greg Puciato,Child Soldier: Creator of God,1 October 2020,Darkwave,"Industrial Metal, Synthpop, Alternative Metal, Alternative Rock","dark, male vocals, eclectic, nocturnal, sombre, atmospheric, cold, melancholic",671,3,3.45,4EsdhpP7IEJW2Uf8mK0XxY
296,Jason Isbell and The 400 Unit,Reunions,15 May 2020,"Americana, Contemporary Country","Alt-Country, Country Rock, Heartland Rock, Singer-Songwriter","male vocals, introspective, melodic, anthemic, political","1,038",14,3.45,5XIafkwTpyvL7jjLJx1xKz
297,Protest the Hero,Palimpsest,18 June 2020,Progressive Metal,Melodic Metalcore,"male vocals, concept album, technical, conscious, history, complex, uncommon time signatures, political",938,18,3.43,3heoigEWJd3HfnFiAdDCbV
298,Bell Witch & Aerial Ruin,Stygian Bough Volume I,26 June 2020,"Funeral Doom Metal, Neofolk",Dark Folk,"melodic, male vocals, ethereal, heavy, atmospheric, funereal, depressive, spiritual",728,3,3.45,4hqav7g0lHzZisgt5T5LTK
299,Roc Marciano,Mt. Marci,16 November 2020,"East Coast Hip Hop, Gangsta Rap, Drumless","Experimental Hip Hop, Jazz Rap","crime, male vocals, dark, pessimistic, drugs",508,6,3.46,3ZOQ4xQivNZVJzOUM3ZZ7v
300,Gaerea,Limbo,24 July 2020,Black Metal,Post-Metal,"heavy, dark, progressive, atmospheric, male vocals, passionate",450,1,3.45,3de7oPmnHzjhKwWHqbxRI1
301,Nicolás Jaar,Telas,17 July 2020,"Glitch, Ambient","Electroacoustic, Microsound, EAI","atmospheric, meditative, surreal, avant-garde, instrumental, psychedelic, nocturnal, mysterious","2,385",20,3.44,1kY5OXuY6jyo2fQDh76NXg
302,Fontaines D.C.,A Hero's Death,31 July 2020,Post-Punk,"Indie Rock, Art Punk","dark, rhythmic, meditative, deadpan, male vocals, sombre, protest, raw","3,917",47,3.42,5uvoX0fFiT1QFpZXntsI3j
303,Yerin Baek,tellusboutyourself,10 December 2020,"Sophisti-Pop, Contemporary R&B","Synthpop, House","female vocals, love, warm, mellow, melancholic, lush, breakup, melodic",751,3,3.44,5Cy3gR0zInwvK8DqKku5C0
304,Worm,Gloomlord,24 January 2020,Death Doom Metal,"Funeral Doom Metal, Black Metal","heavy, sombre, aggressive, male vocals, funereal, rhythmic, atmospheric, ominous",369,4,3.46,5UIf01xreocPGH0jQ12Ky5
305,Horse Lords,The Common Task,13 March 2020,"Experimental Rock, Math Rock, Totalism","Drone, Krautrock","microtonal, technical, complex, uncommon time signatures, instrumental, rhythmic, avant-garde, repetitive","2,726",29,3.43,4K3Dv0nnMK10uxpphFNCco
306,1 800 PAIN,Best House on a Bad Block,11 September 2020,Industrial Hip Hop,"Trap Metal, Power Noise","aggressive, noisy, androgynous vocals, heavy, vulgar, energetic, violence, angry",972,12,3.43,20S2pxu7617ZzH7lJA4kKL
307,Pet Shimmers,Face Down in Meta,31 January 2020,"Neo-Psychedelia, Indie Pop, Noise Pop","Shoegaze, Indietronica, Dream Pop, Indie Rock, Bedroom Pop","psychedelic, warm, abstract, noisy, male vocals, surreal, ethereal, melodic",783,6,3.44,6PKyde8vYyBCzpyLsiTqrJ
308,Alva Noto,Xerrox Vol.4,19 June 2020,Ambient,"Drone, Glitch","melancholic, ethereal, minimalistic, hypnotic, dense, meditative, atmospheric, repetitive",506,1,3.45,5czmSKJDla5GcXs6IMOLAc
309,John Petrucci,Terminal Velocity,28 August 2020,Progressive Metal,Progressive Rock,"instrumental, technical, melodic, passionate, eclectic, complex, futuristic, progressive",384,13,3.45,0ThCSFfHT7zTobzMoDH4vu
310,"Tyler, the Creator",Cherry Bomb (The Instrumentals),29 August 2020,"Instrumental Hip Hop, Experimental Hip Hop, Hardcore Hip Hop","Industrial Hip Hop, Jazz Rap, Psychedelic Pop","eclectic, instrumental, rhythmic, sampling, noisy",446,1,3.44,
311,Wailin Storms,Rattle,15 May 2020,"Punk Blues, Deathrock, Garage Rock","Noise Rock, Psychedelic Rock, Gothic Country","male vocals, anxious, noisy, death, ominous, heavy, dark, epic",825,6,3.44,4OTfKCxIygex4olgHHxPYu
312,The Garden,Kiss My Super Bowl Ring,13 March 2020,"Art Punk, Experimental Rock","Synth Punk, Digital Hardcore, Hardcore Punk, Breakbeat, Experimental Hip Hop","eclectic, manic, male vocals, quirky, energetic, aggressive, playful, noisy","4,028",22,3.41,5JRDThBQfispLDYGCF4JuX
313,Kate NV,Room for the Moon,12 June 2020,"Art Pop, Progressive Pop","New Wave, Progressive Electronic, Synthpop, Sophisti-Pop, City Pop","rhythmic, mysterious, female vocals, repetitive, lush, playful, progressive, ethereal","1,758",16,3.43,1GmdNCH9lvYzn0ZgtG8Mpa
314,Enslaved,Utgard,2 October 2020,Progressive Metal,Black Metal,"male vocals, atmospheric, progressive, sombre, uncommon time signatures, complex, dark, heavy","1,018",17,3.44,3pyE8Jz0N0OyRGyYVyu86s
315,Gazpacho,Fireworker,18 September 2020,Art Rock,"Progressive Rock, Post-Rock","concept album, passionate, eclectic, male vocals, melodic, progressive, atmospheric",320,3,3.46,0ZNcRst0nrHnz9t9gAOfFS
316,Loli in Early 20s,Setari no Miu,22 December 2020,"Lolicore, Breakcore",,"atmospheric, rhythmic, female vocals, noisy, sampling, complex, dark, nocturnal",362,1,3.44,1rfVr3E4NXJhBntjprASLJ
317,The Residents,"It's Metal, Meat & Bone: The Songs of Dyin' Dog",10 July 2020,"Experimental Rock, Industrial Rock","Blues Rock, Dark Cabaret","dark, ominous, concept album, female vocals, lonely, death, hateful, angry",294,7,3.46,0GYuqJH08TVFWPptBrfiHd
318,Sunken,Livslede,18 September 2020,Atmospheric Black Metal,"Post-Metal, Blackgaze","atmospheric, passionate, cold, aggressive, hypnotic, dense, death, male vocals",259,3,3.57,4M3FrU9INacGcx5H4HnPAm
319,Kylie,DISCO,6 November 2020,"Dance-Pop, Disco","Nu-Disco, Electro-Disco, Euro-Disco, Synthpop","female vocals, uplifting, energetic, rhythmic, melodic, playful, passionate, romantic","2,732",36,3.42,7EBIA9cqbuqkyWfp3UCitD
320,Ulthar,Providence,12 June 2020,Death Metal,"Black Metal, Technical Death Metal","heavy, dense, technical, male vocals, abstract, ominous, rhythmic, infernal",513,2,3.45,32PiTFkbmMsFcCjJG00NyJ
321,Kansas,The Absence of Presence,17 July 2020,"Progressive Rock, Symphonic Prog",Hard Rock,"male vocals, energetic, melodic, technical, lush, epic, progressive",355,11,3.45,1V5nPFtnNhMr5UUKsMRW6V
322,Joyryde,Brave,3 April 2020,Bass House,"Trap [EDM], Hip House, Bassline, Hybrid Trap","rhythmic, party, energetic, dark, mechanical, female vocals, male vocals, epic",336,2,3.45,5cIB4XHB34ZpVmaSzzhiOB
323,Proscription,Conduit,24 September 2020,Death Metal,Black Metal,"male vocals, occult, dense, technical, dissonant, energetic, atmospheric, heavy",328,4,3.46,44pJBbGYmCdyreZJUvnGFw
324,Nicolás Jaar,Cenizas,27 March 2020,"Ambient, Electronic","Electroacoustic, Ambient Pop","mysterious, atmospheric, meditative, nocturnal, male vocals, sparse, sombre, dark","4,419",37,3.41,4uR6L8Gq7xozMSBpuxIQUp
325,Young Jesus,Welcome to Conceptual Beach,14 August 2020,"Art Rock, Indie Rock","Post-Rock, Midwest Emo","male vocals, passionate, poetic, atmospheric, calm, philosophical, melodic, lush",777,9,3.44,76nK69DufkCMk1v8kkmSA5
326,Couch Slut,Take a Chance on Rock 'n' Roll,1 May 2020,"Noise Rock, Sludge Metal",Post-Hardcore,"heavy, female vocals, violence, angry, raw, aggressive, dense, misanthropic",809,4,3.43,0UFQxjMS0HQ5AetmAeCRAB
327,Thurston Moore,By the Fire,25 September 2020,"Noise Rock, Alternative Rock",Experimental Rock,"hypnotic, male vocals, dissonant, psychedelic, progressive, aggressive, energetic, desert",589,7,3.44,4BDskQQhVpsxax7WGOUJQQ
328,Urfaust,Teufelsgeist,26 November 2020,"Doom Metal, Dark Ambient",Drone Metal,"nocturnal, mysterious, ritualistic, sombre, ominous, dark, occult, male vocals",443,5,3.45,4AYt8UDQX8aTV3eya0Tj6a
329,Gezan 下山,狂 (Klue),29 January 2020,"Noise Rock, Neo-Psychedelia, Art Rock","Experimental Rock, Dub, Industrial Rock, Post-Rock","noisy, eclectic, energetic, cryptic, psychedelic, anarchism, rebellious, protest","1,610",13,3.42,249BgUqYTV53gUbrau6Qc0
330,Westside Gunn,Pray for Paris,17 April 2020,"East Coast Hip Hop, Hardcore Hip Hop, Drumless","Gangsta Rap, Boom Bap","lush, crime, sampling, male vocals, urban, drugs, hedonistic, mellow","5,277",46,3.40,6nfJMRoIjyRwk3ZTHNm0PY
331,Nation of Language,"Introduction, Presence",22 May 2020,Synthpop,"New Wave, Post-Punk Revival, Minimal Synth, Post-Punk","male vocals, introspective, mellow, nocturnal, atmospheric, passionate, soothing, mechanical",525,6,3.45,6ogsolFc2FCmP8ru8fBfgQ
332,Better Person,Something to Lose,23 October 2020,"Sophisti-Pop, New Romantic","Synthpop, Art Pop","romantic, male vocals, lush, bittersweet, longing, love, summer, poetic",335,2,3.45,1SaPBPipvxh514ivl6NYLJ
333,Elzhi,Seven Times Down Eight Times Up,25 September 2020,Boom Bap,"Jazz Rap, Conscious Hip Hop","male vocals, uplifting, rhythmic, sentimental, urban, boastful, sampling",344,6,3.45,4tTMXpTZknu8e2ryY8mnFp
334,King Gizzard & The Lizard Wizard,K.G.,20 November 2020,Psychedelic Rock,"Progressive Rock, Psychedelic Folk, Anatolian Rock, Heavy Psych","microtonal, psychedelic, male vocals, hypnotic, rhythmic, progressive, desert, melodic","5,143",48,3.41,6uuQKwM3fRETiscHqlnxuo
335,Preservation,"Eastern Medicine, Western Illness",29 May 2020,"Abstract Hip Hop, East Coast Hip Hop, Drumless","East Asian Music, Experimental Hip Hop","atmospheric, philosophical, spiritual, urban, political, sampling, male vocals, abstract",769,7,3.44,0Dd8e0XAzjlCrMxLDx9LTm
336,Jim O'Rourke,Shutting Down Here,22 May 2020,Electroacoustic,"Reductionism, Drone, Chamber Music","sparse, suspenseful, atmospheric, instrumental, atonal, mysterious, ominous, nocturnal",551,4,3.44,
337,Sodom,Genesis XIX,27 November 2020,Thrash Metal,,"male vocals, war, aggressive, energetic, heavy",601,5,3.44,0mdgJNwMZZhkcMI0CcKzZJ
338,A.A. Williams,Forever Blue,3 July 2020,"Post-Rock, Singer-Songwriter","Slowcore, Chamber Folk","female vocals, atmospheric, longing, melancholic, male vocals, melodic, funereal, dense",533,6,3.44,5BWwMhphXMexBKlxKTh7xO
339,Stove God Cooks & Roc Marciano,Reasonable Drought,27 March 2020,"East Coast Hip Hop, Drumless, Gangsta Rap","Chipmunk Soul, Jazz Rap","drugs, male vocals, boastful, crime, humorous, sampling, urban, dark",603,7,3.44,58kv5V0kwTvAd2tjPhcKGg
340,...And Oceans,Cosmic World Mother,8 May 2020,Melodic Black Metal,Symphonic Black Metal,"energetic, philosophical, melodic, atmospheric, cold, dark, male vocals, epic",481,3,3.44,0XuKdmGXzO2rjL2fso45be
341,Jon Hassell,Seeing Through Sound (Pentimento Volume Two),24 July 2020,Tribal Ambient,"Glitch, Jazz Fusion, New Age","tribal, hypnotic, atmospheric, suspenseful, mysterious, psychedelic, dark, surreal",462,3,3.44,6nh4xd1H0yQU7pb3DcUSiy
342,Pat Metheny,From This Place,21 February 2020,Jazz Fusion,Third Stream,"instrumental, improvisation, mellow, technical, lush, sentimental",396,4,3.45,5PfjsKZLI9whAwPSfNgnES
